geoName,geoCode,value,topic,date
Macon GA,503,100,Food,2020-02-21
Savannah GA,507,0,Food,2020-02-21
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-21
Albany GA,525,0,Food,2020-02-22
Atlanta GA,524,10,Food,2020-02-22
Augusta GA,520,70,Food,2020-02-22
Chattanooga TN,575,100,Food,2020-02-22
Columbus GA,522,0,Food,2020-02-22
Dothan AL,606,0,Food,2020-02-22
Jacksonville FL,561,0,Food,2020-02-22
Macon GA,503,83,Food,2020-02-22
Savannah GA,507,0,Food,2020-02-22
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-22
Albany GA,525,0,Food,2020-02-23
Atlanta GA,524,13,Food,2020-02-23
Augusta GA,520,0,Food,2020-02-23
Chattanooga TN,575,61,Food,2020-02-23
Columbus GA,522,100,Food,2020-02-23
Dothan AL,606,0,Food,2020-02-23
Jacksonville FL,561,0,Food,2020-02-23
Macon GA,503,0,Food,2020-02-23
Savannah GA,507,0,Food,2020-02-23
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-23
Albany GA,525,0,Food,2020-02-24
Atlanta GA,524,100,Food,2020-02-24
Augusta GA,520,0,Food,2020-02-24
Chattanooga TN,575,0,Food,2020-02-24
Columbus GA,522,0,Food,2020-02-24
Dothan AL,606,0,Food,2020-02-24
Jacksonville FL,561,0,Food,2020-02-24
Macon GA,503,0,Food,2020-02-24
Savannah GA,507,0,Food,2020-02-24
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-24
Albany GA,525,0,Food,2020-02-25
Atlanta GA,524,31,Food,2020-02-25
Augusta GA,520,0,Food,2020-02-25
Chattanooga TN,575,0,Food,2020-02-25
Columbus GA,522,0,Food,2020-02-25
Dothan AL,606,0,Food,2020-02-25
Jacksonville FL,561,0,Food,2020-02-25
Macon GA,503,100,Food,2020-02-25
Savannah GA,507,0,Food,2020-02-25
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-25
Albany GA,525,0,Food,2020-02-26
Atlanta GA,524,21,Food,2020-02-26
Augusta GA,520,100,Food,2020-02-26
Chattanooga TN,575,0,Food,2020-02-26
Columbus GA,522,0,Food,2020-02-26
Dothan AL,606,0,Food,2020-02-26
Jacksonville FL,561,0,Food,2020-02-26
Macon GA,503,0,Food,2020-02-26
Savannah GA,507,65,Food,2020-02-26
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-26
Albany GA,525,0,Food,2020-02-27
Atlanta GA,524,0,Food,2020-02-27
Augusta GA,520,0,Food,2020-02-27
Chattanooga TN,575,0,Food,2020-02-27
Columbus GA,522,0,Food,2020-02-27
Dothan AL,606,0,Food,2020-02-27
Jacksonville FL,561,0,Food,2020-02-27
Macon GA,503,100,Food,2020-02-27
Savannah GA,507,0,Food,2020-02-27
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-27
Albany GA,525,0,Food,2020-02-28
Atlanta GA,524,43,Food,2020-02-28
Augusta GA,520,0,Food,2020-02-28
Chattanooga TN,575,0,Food,2020-02-28
Columbus GA,522,0,Food,2020-02-28
Dothan AL,606,0,Food,2020-02-28
Jacksonville FL,561,0,Food,2020-02-28
Macon GA,503,0,Food,2020-02-28
Savannah GA,507,100,Food,2020-02-28
Tallahassee FL-Thomasville GA,530,0,Food,2020-02-28
Albany GA,525,0,Food,2020-02-29
Atlanta GA,524,24,Food,2020-02-29
Augusta GA,520,0,Food,2020-02-29
Chattanooga TN,575,0,Food,2020-02-29
Columbus GA,522,0,Food,2020-02-29
Dothan AL,606,0,Food,2020-02-29
Jacksonville FL,561,0,Food,2020-02-29
Macon GA,503,100,Food,2020-02-29
Savannah GA,507,55,Food,2020-02-29
Tallahassee FL-Thomasville GA,530,77,Food,2020-02-29
Albany GA,525,0,Health Care,2020-02-01
Atlanta GA,524,100,Health Care,2020-02-01
Augusta GA,520,63,Health Care,2020-02-01
Chattanooga TN,575,0,Health Care,2020-02-01
Columbus GA,522,0,Health Care,2020-02-01
Dothan AL,606,0,Health Care,2020-02-01
Jacksonville FL,561,21,Health Care,2020-02-01
Macon GA,503,0,Health Care,2020-02-01
Savannah GA,507,87,Health Care,2020-02-01
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-01
Albany GA,525,91,Health Care,2020-02-02
Atlanta GA,524,45,Health Care,2020-02-02
Augusta GA,520,82,Health Care,2020-02-02
Chattanooga TN,575,14,Health Care,2020-02-02
Columbus GA,522,93,Health Care,2020-02-02
Dothan AL,606,0,Health Care,2020-02-02
Jacksonville FL,561,7,Health Care,2020-02-02
Macon GA,503,72,Health Care,2020-02-02
Savannah GA,507,100,Health Care,2020-02-02
Tallahassee FL-Thomasville GA,530,18,Health Care,2020-02-02
Albany GA,525,85,Health Care,2020-02-03
Atlanta GA,524,59,Health Care,2020-02-03
Augusta GA,520,100,Health Care,2020-02-03
Chattanooga TN,575,40,Health Care,2020-02-03
Columbus GA,522,21,Health Care,2020-02-03
Dothan AL,606,0,Health Care,2020-02-03
Jacksonville FL,561,6,Health Care,2020-02-03
Macon GA,503,93,Health Care,2020-02-03
Savannah GA,507,68,Health Care,2020-02-03
Tallahassee FL-Thomasville GA,530,33,Health Care,2020-02-03
Albany GA,525,0,Health Care,2020-02-04
Atlanta GA,524,50,Health Care,2020-02-04
Augusta GA,520,100,Health Care,2020-02-04
Chattanooga TN,575,0,Health Care,2020-02-04
Columbus GA,522,22,Health Care,2020-02-04
Dothan AL,606,0,Health Care,2020-02-04
Jacksonville FL,561,6,Health Care,2020-02-04
Macon GA,503,70,Health Care,2020-02-04
Savannah GA,507,41,Health Care,2020-02-04
Tallahassee FL-Thomasville GA,530,16,Health Care,2020-02-04
Albany GA,525,46,Health Care,2020-02-05
Atlanta GA,524,47,Health Care,2020-02-05
Augusta GA,520,43,Health Care,2020-02-05
Chattanooga TN,575,0,Health Care,2020-02-05
Columbus GA,522,24,Health Care,2020-02-05
Dothan AL,606,0,Health Care,2020-02-05
Jacksonville FL,561,7,Health Care,2020-02-05
Macon GA,503,100,Health Care,2020-02-05
Savannah GA,507,45,Health Care,2020-02-05
Tallahassee FL-Thomasville GA,530,72,Health Care,2020-02-05
Albany GA,525,96,Health Care,2020-02-06
Atlanta GA,524,36,Health Care,2020-02-06
Augusta GA,520,100,Health Care,2020-02-06
Chattanooga TN,575,11,Health Care,2020-02-06
Columbus GA,522,0,Health Care,2020-02-06
Dothan AL,606,0,Health Care,2020-02-06
Jacksonville FL,561,0,Health Care,2020-02-06
Macon GA,503,17,Health Care,2020-02-06
Savannah GA,507,30,Health Care,2020-02-06
Tallahassee FL-Thomasville GA,530,13,Health Care,2020-02-06
Albany GA,525,100,Health Care,2020-02-07
Atlanta GA,524,43,Health Care,2020-02-07
Augusta GA,520,66,Health Care,2020-02-07
Chattanooga TN,575,16,Health Care,2020-02-07
Columbus GA,522,0,Health Care,2020-02-07
Dothan AL,606,0,Health Care,2020-02-07
Jacksonville FL,561,0,Health Care,2020-02-07
Macon GA,503,76,Health Care,2020-02-07
Savannah GA,507,15,Health Care,2020-02-07
Tallahassee FL-Thomasville GA,530,39,Health Care,2020-02-07
Albany GA,525,100,Health Care,2020-02-08
Atlanta GA,524,59,Health Care,2020-02-08
Augusta GA,520,45,Health Care,2020-02-08
Chattanooga TN,575,0,Health Care,2020-02-08
Columbus GA,522,0,Health Care,2020-02-08
Dothan AL,606,0,Health Care,2020-02-08
Jacksonville FL,561,0,Health Care,2020-02-08
Macon GA,503,0,Health Care,2020-02-08
Savannah GA,507,31,Health Care,2020-02-08
Tallahassee FL-Thomasville GA,530,41,Health Care,2020-02-08
Albany GA,525,100,Health Care,2020-02-09
Atlanta GA,524,41,Health Care,2020-02-09
Augusta GA,520,29,Health Care,2020-02-09
Chattanooga TN,575,0,Health Care,2020-02-09
Columbus GA,522,54,Health Care,2020-02-09
Dothan AL,606,0,Health Care,2020-02-09
Jacksonville FL,561,5,Health Care,2020-02-09
Macon GA,503,17,Health Care,2020-02-09
Savannah GA,507,10,Health Care,2020-02-09
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-09
Albany GA,525,0,Health Care,2020-02-10
Atlanta GA,524,64,Health Care,2020-02-10
Augusta GA,520,100,Health Care,2020-02-10
Chattanooga TN,575,17,Health Care,2020-02-10
Columbus GA,522,84,Health Care,2020-02-10
Dothan AL,606,0,Health Care,2020-02-10
Jacksonville FL,561,24,Health Care,2020-02-10
Macon GA,503,28,Health Care,2020-02-10
Savannah GA,507,85,Health Care,2020-02-10
Tallahassee FL-Thomasville GA,530,21,Health Care,2020-02-10
Albany GA,525,0,Health Care,2020-02-11
Atlanta GA,524,45,Health Care,2020-02-11
Augusta GA,520,65,Health Care,2020-02-11
Chattanooga TN,575,32,Health Care,2020-02-11
Columbus GA,522,35,Health Care,2020-02-11
Dothan AL,606,0,Health Care,2020-02-11
Jacksonville FL,561,21,Health Care,2020-02-11
Macon GA,503,54,Health Care,2020-02-11
Savannah GA,507,100,Health Care,2020-02-11
Tallahassee FL-Thomasville GA,530,13,Health Care,2020-02-11
Albany GA,525,95,Health Care,2020-02-12
Atlanta GA,524,37,Health Care,2020-02-12
Augusta GA,520,100,Health Care,2020-02-12
Chattanooga TN,575,0,Health Care,2020-02-12
Columbus GA,522,0,Health Care,2020-02-12
Dothan AL,606,0,Health Care,2020-02-12
Jacksonville FL,561,0,Health Care,2020-02-12
Macon GA,503,50,Health Care,2020-02-12
Savannah GA,507,29,Health Care,2020-02-12
Tallahassee FL-Thomasville GA,530,12,Health Care,2020-02-12
Albany GA,525,90,Health Care,2020-02-13
Atlanta GA,524,51,Health Care,2020-02-13
Augusta GA,520,100,Health Care,2020-02-13
Chattanooga TN,575,14,Health Care,2020-02-13
Columbus GA,522,0,Health Care,2020-02-13
Dothan AL,606,0,Health Care,2020-02-13
Jacksonville FL,561,6,Health Care,2020-02-13
Macon GA,503,24,Health Care,2020-02-13
Savannah GA,507,69,Health Care,2020-02-13
Tallahassee FL-Thomasville GA,530,34,Health Care,2020-02-13
Albany GA,525,63,Health Care,2020-02-14
Atlanta GA,524,59,Health Care,2020-02-14
Augusta GA,520,28,Health Care,2020-02-14
Chattanooga TN,575,0,Health Care,2020-02-14
Columbus GA,522,0,Health Care,2020-02-14
Dothan AL,606,0,Health Care,2020-02-14
Jacksonville FL,561,17,Health Care,2020-02-14
Macon GA,503,100,Health Care,2020-02-14
Savannah GA,507,57,Health Care,2020-02-14
Tallahassee FL-Thomasville GA,530,24,Health Care,2020-02-14
Albany GA,525,0,Health Care,2020-02-15
Atlanta GA,524,100,Health Care,2020-02-15
Augusta GA,520,77,Health Care,2020-02-15
Chattanooga TN,575,0,Health Care,2020-02-15
Columbus GA,522,0,Health Care,2020-02-15
Dothan AL,606,0,Health Care,2020-02-15
Jacksonville FL,561,0,Health Care,2020-02-15
Macon GA,503,0,Health Care,2020-02-15
Savannah GA,507,99,Health Care,2020-02-15
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-15
Albany GA,525,0,Health Care,2020-02-16
Atlanta GA,524,61,Health Care,2020-02-16
Augusta GA,520,58,Health Care,2020-02-16
Chattanooga TN,575,80,Health Care,2020-02-16
Columbus GA,522,32,Health Care,2020-02-16
Dothan AL,606,0,Health Care,2020-02-16
Jacksonville FL,561,0,Health Care,2020-02-16
Macon GA,503,100,Health Care,2020-02-16
Savannah GA,507,18,Health Care,2020-02-16
Tallahassee FL-Thomasville GA,530,47,Health Care,2020-02-16
Albany GA,525,36,Health Care,2020-02-17
Atlanta GA,524,55,Health Care,2020-02-17
Augusta GA,520,100,Health Care,2020-02-17
Chattanooga TN,575,35,Health Care,2020-02-17
Columbus GA,522,37,Health Care,2020-02-17
Dothan AL,606,0,Health Care,2020-02-17
Jacksonville FL,561,0,Health Care,2020-02-17
Macon GA,503,38,Health Care,2020-02-17
Savannah GA,507,11,Health Care,2020-02-17
Tallahassee FL-Thomasville GA,530,14,Health Care,2020-02-17
Albany GA,525,60,Health Care,2020-02-18
Atlanta GA,524,100,Health Care,2020-02-18
Augusta GA,520,52,Health Care,2020-02-18
Chattanooga TN,575,0,Health Care,2020-02-18
Columbus GA,522,60,Health Care,2020-02-18
Dothan AL,606,0,Health Care,2020-02-18
Jacksonville FL,561,0,Health Care,2020-02-18
Macon GA,503,91,Health Care,2020-02-18
Savannah GA,507,0,Health Care,2020-02-18
Tallahassee FL-Thomasville GA,530,23,Health Care,2020-02-18
Albany GA,525,36,Health Care,2020-02-19
Atlanta GA,524,51,Health Care,2020-02-19
Augusta GA,520,100,Health Care,2020-02-19
Chattanooga TN,575,23,Health Care,2020-02-19
Columbus GA,522,18,Health Care,2020-02-19
Dothan AL,606,0,Health Care,2020-02-19
Jacksonville FL,561,5,Health Care,2020-02-19
Macon GA,503,98,Health Care,2020-02-19
Savannah GA,507,34,Health Care,2020-02-19
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-19
Albany GA,525,38,Health Care,2020-02-20
Atlanta GA,524,46,Health Care,2020-02-20
Augusta GA,520,89,Health Care,2020-02-20
Chattanooga TN,575,25,Health Care,2020-02-20
Columbus GA,522,19,Health Care,2020-02-20
Dothan AL,606,0,Health Care,2020-02-20
Jacksonville FL,561,11,Health Care,2020-02-20
Macon GA,503,100,Health Care,2020-02-20
Savannah GA,507,12,Health Care,2020-02-20
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-20
Albany GA,525,0,Health Care,2020-02-21
Atlanta GA,524,49,Health Care,2020-02-21
Augusta GA,520,59,Health Care,2020-02-21
Chattanooga TN,575,62,Health Care,2020-02-21
Columbus GA,522,0,Health Care,2020-02-21
Dothan AL,606,0,Health Care,2020-02-21
Jacksonville FL,561,36,Health Care,2020-02-21
Macon GA,503,100,Health Care,2020-02-21
Savannah GA,507,38,Health Care,2020-02-21
Tallahassee FL-Thomasville GA,530,27,Health Care,2020-02-21
Albany GA,525,100,Health Care,2020-02-22
Atlanta GA,524,16,Health Care,2020-02-22
Augusta GA,520,22,Health Care,2020-02-22
Chattanooga TN,575,0,Health Care,2020-02-22
Columbus GA,522,0,Health Care,2020-02-22
Dothan AL,606,0,Health Care,2020-02-22
Jacksonville FL,561,14,Health Care,2020-02-22
Macon GA,503,52,Health Care,2020-02-22
Savannah GA,507,29,Health Care,2020-02-22
Tallahassee FL-Thomasville GA,530,42,Health Care,2020-02-22
Albany GA,525,67,Health Care,2020-02-23
Atlanta GA,524,60,Health Care,2020-02-23
Augusta GA,520,59,Health Care,2020-02-23
Chattanooga TN,575,0,Health Care,2020-02-23
Columbus GA,522,0,Health Care,2020-02-23
Dothan AL,606,0,Health Care,2020-02-23
Jacksonville FL,561,9,Health Care,2020-02-23
Macon GA,503,35,Health Care,2020-02-23
Savannah GA,507,100,Health Care,2020-02-23
Tallahassee FL-Thomasville GA,530,26,Health Care,2020-02-23
Albany GA,525,61,Health Care,2020-02-24
Atlanta GA,524,65,Health Care,2020-02-24
Augusta GA,520,28,Health Care,2020-02-24
Chattanooga TN,575,39,Health Care,2020-02-24
Columbus GA,522,0,Health Care,2020-02-24
Dothan AL,606,0,Health Care,2020-02-24
Jacksonville FL,561,0,Health Care,2020-02-24
Macon GA,503,100,Health Care,2020-02-24
Savannah GA,507,57,Health Care,2020-02-24
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-24
Albany GA,525,0,Health Care,2020-02-25
Atlanta GA,524,100,Health Care,2020-02-25
Augusta GA,520,70,Health Care,2020-02-25
Chattanooga TN,575,48,Health Care,2020-02-25
Columbus GA,522,79,Health Care,2020-02-25
Dothan AL,606,0,Health Care,2020-02-25
Jacksonville FL,561,0,Health Care,2020-02-25
Macon GA,503,83,Health Care,2020-02-25
Savannah GA,507,70,Health Care,2020-02-25
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-25
Albany GA,525,36,Health Care,2020-02-26
Atlanta GA,524,44,Health Care,2020-02-26
Augusta GA,520,18,Health Care,2020-02-26
Chattanooga TN,575,12,Health Care,2020-02-26
Columbus GA,522,39,Health Care,2020-02-26
Dothan AL,606,0,Health Care,2020-02-26
Jacksonville FL,561,6,Health Care,2020-02-26
Macon GA,503,100,Health Care,2020-02-26
Savannah GA,507,46,Health Care,2020-02-26
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-26
Albany GA,525,100,Health Care,2020-02-27
Atlanta GA,524,36,Health Care,2020-02-27
Augusta GA,520,16,Health Care,2020-02-27
Chattanooga TN,575,10,Health Care,2020-02-27
Columbus GA,522,0,Health Care,2020-02-27
Dothan AL,606,0,Health Care,2020-02-27
Jacksonville FL,561,10,Health Care,2020-02-27
Macon GA,503,89,Health Care,2020-02-27
Savannah GA,507,20,Health Care,2020-02-27
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-27
Albany GA,525,100,Health Care,2020-02-28
Atlanta GA,524,46,Health Care,2020-02-28
Augusta GA,520,0,Health Care,2020-02-28
Chattanooga TN,575,0,Health Care,2020-02-28
Columbus GA,522,26,Health Care,2020-02-28
Dothan AL,606,0,Health Care,2020-02-28
Jacksonville FL,561,0,Health Care,2020-02-28
Macon GA,503,82,Health Care,2020-02-28
Savannah GA,507,0,Health Care,2020-02-28
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-28
Albany GA,525,100,Health Care,2020-02-29
Atlanta GA,524,24,Health Care,2020-02-29
Augusta GA,520,0,Health Care,2020-02-29
Chattanooga TN,575,60,Health Care,2020-02-29
Columbus GA,522,0,Health Care,2020-02-29
Dothan AL,606,0,Health Care,2020-02-29
Jacksonville FL,561,0,Health Care,2020-02-29
Macon GA,503,51,Health Care,2020-02-29
Savannah GA,507,28,Health Care,2020-02-29
Tallahassee FL-Thomasville GA,530,0,Health Care,2020-02-29
Albany GA,525,100,Food,2020-03-01
Atlanta GA,524,13,Food,2020-03-01
Augusta GA,520,0,Food,2020-03-01
Chattanooga TN,575,0,Food,2020-03-01
Columbus GA,522,0,Food,2020-03-01
Dothan AL,606,0,Food,2020-03-01
Jacksonville FL,561,0,Food,2020-03-01
Macon GA,503,0,Food,2020-03-01
Savannah GA,507,59,Food,2020-03-01
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-01
Albany GA,525,0,Food,2020-03-02
Atlanta GA,524,14,Food,2020-03-02
Augusta GA,520,100,Food,2020-03-02
Chattanooga TN,575,0,Food,2020-03-02
Columbus GA,522,0,Food,2020-03-02
Dothan AL,606,0,Food,2020-03-02
Jacksonville FL,561,0,Food,2020-03-02
Macon GA,503,0,Food,2020-03-02
Savannah GA,507,0,Food,2020-03-02
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-02
Albany GA,525,100,Food,2020-03-03
Atlanta GA,524,21,Food,2020-03-03
Augusta GA,520,47,Food,2020-03-03
Chattanooga TN,575,0,Food,2020-03-03
Columbus GA,522,0,Food,2020-03-03
Dothan AL,606,0,Food,2020-03-03
Jacksonville FL,561,0,Food,2020-03-03
Macon GA,503,0,Food,2020-03-03
Savannah GA,507,0,Food,2020-03-03
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-03
Albany GA,525,100,Food,2020-03-04
Atlanta GA,524,18,Food,2020-03-04
Augusta GA,520,0,Food,2020-03-04
Chattanooga TN,575,0,Food,2020-03-04
Columbus GA,522,0,Food,2020-03-04
Dothan AL,606,0,Food,2020-03-04
Jacksonville FL,561,0,Food,2020-03-04
Macon GA,503,0,Food,2020-03-04
Savannah GA,507,0,Food,2020-03-04
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-04
Albany GA,525,0,Food,2020-03-05
Atlanta GA,524,100,Food,2020-03-05
Augusta GA,520,0,Food,2020-03-05
Chattanooga TN,575,0,Food,2020-03-05
Columbus GA,522,0,Food,2020-03-05
Dothan AL,606,0,Food,2020-03-05
Jacksonville FL,561,86,Food,2020-03-05
Macon GA,503,0,Food,2020-03-05
Savannah GA,507,0,Food,2020-03-05
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-05
Albany GA,525,0,Food,2020-03-06
Atlanta GA,524,100,Food,2020-03-06
Augusta GA,520,0,Food,2020-03-06
Chattanooga TN,575,0,Food,2020-03-06
Columbus GA,522,0,Food,2020-03-06
Dothan AL,606,0,Food,2020-03-06
Jacksonville FL,561,0,Food,2020-03-06
Macon GA,503,0,Food,2020-03-06
Savannah GA,507,0,Food,2020-03-06
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-06
Albany GA,525,0,Food,2020-03-07
Atlanta GA,524,19,Food,2020-03-07
Augusta GA,520,100,Food,2020-03-07
Chattanooga TN,575,0,Food,2020-03-07
Columbus GA,522,0,Food,2020-03-07
Dothan AL,606,0,Food,2020-03-07
Jacksonville FL,561,0,Food,2020-03-07
Macon GA,503,0,Food,2020-03-07
Savannah GA,507,0,Food,2020-03-07
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-07
Albany GA,525,0,Food,2020-03-08
Atlanta GA,524,79,Food,2020-03-08
Augusta GA,520,0,Food,2020-03-08
Chattanooga TN,575,0,Food,2020-03-08
Columbus GA,522,0,Food,2020-03-08
Dothan AL,606,0,Food,2020-03-08
Jacksonville FL,561,100,Food,2020-03-08
Macon GA,503,0,Food,2020-03-08
Savannah GA,507,0,Food,2020-03-08
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-08
Albany GA,525,100,Food,2020-03-09
Atlanta GA,524,11,Food,2020-03-09
Augusta GA,520,0,Food,2020-03-09
Chattanooga TN,575,0,Food,2020-03-09
Columbus GA,522,54,Food,2020-03-09
Dothan AL,606,0,Food,2020-03-09
Jacksonville FL,561,0,Food,2020-03-09
Macon GA,503,0,Food,2020-03-09
Savannah GA,507,0,Food,2020-03-09
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-09
Albany GA,525,0,Food,2020-03-10
Atlanta GA,524,26,Food,2020-03-10
Augusta GA,520,84,Food,2020-03-10
Chattanooga TN,575,0,Food,2020-03-10
Columbus GA,522,100,Food,2020-03-10
Dothan AL,606,0,Food,2020-03-10
Jacksonville FL,561,0,Food,2020-03-10
Macon GA,503,0,Food,2020-03-10
Savannah GA,507,0,Food,2020-03-10
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-10
Albany GA,525,0,Food,2020-03-11
Atlanta GA,524,20,Food,2020-03-11
Augusta GA,520,0,Food,2020-03-11
Chattanooga TN,575,0,Food,2020-03-11
Columbus GA,522,100,Food,2020-03-11
Dothan AL,606,0,Food,2020-03-11
Jacksonville FL,561,0,Food,2020-03-11
Macon GA,503,0,Food,2020-03-11
Savannah GA,507,0,Food,2020-03-11
Tallahassee FL-Thomasville GA,530,0,Food,2020-03-11
Albany GA,525,0,Food,2020-03-12
Atlanta GA,524,19,Food,2020-03-12
Augusta GA,520,0,Food,2020-03-12
Chattanooga TN,575,0,Food,2020-03-12
Columbus GA,522,100,Food,2020-03-12
